Time(s),EAR,MAR,PUC,MOE
0.017,0.21410875875891405,0.14562990743230297,0.5112847758107321,0.6801679122164352
0.033,0.20162523272937516,0.14361130996235433,0.5161145949647837,0.7122685391025035
0.05,0.1862934446551087,0.14538443686052302,0.5098072425949833,0.7804055431455363
0.067,0.18935648692450524,0.15346713851534682,0.5160156268848675,0.8104667603837243
0.083,0.19099215419329738,0.14918198548940917,0.5142990299016885,0.7810896008766235
0.1,0.19135567639192597,0.15193200289712833,0.5173672516493232,0.7939769844399501
0.117,0.19273217256162428,0.13832239767431764,0.5229812365147136,0.7176923075989836
0.133,0.19191709628922426,0.13402086343695852,0.5227530120638422,0.6983268610681012
0.15,0.18384654237629516,0.1571686058395185,0.5150892096916391,0.8548901916133264
0.167,0.18634353162432932,0.15340422594454464,0.514485548166064,0.8232334366926635
0.183,0.18823228254122917,0.14266068853271108,0.5182667665607759,0.7578970334244531
0.2,0.19357669339527972,0.1500710371262915,0.5199018369206454,0.7752536449202045
0.217,0.18889201504445974,0.14118701704092965,0.5203048648949538,0.7474483080065523
0.233,0.18824631535587555,0.1613454246127717,0.516999894457019,0.8570973849222584
0.25,0.18867581294660268,0.16056159168691253,0.5190540681732643,0.8509919166605272
0.267,0.18568549203516616,0.14873866890410045,0.5177987542203932,0.8010247180535327
0.283,0.1932589568910314,0.1558214965362204,0.521419451688052,0.8062834398101403
0.3,0.18932844030986518,0.15462252163684895,0.5148686434567367,0.8166893541392163
0.317,0.20274154717316054,0.149420387998903,0.5244385947821693,0.7369993476042865
0.333,0.18291294565582725,0.15234944403239126,0.5117877112099367,0.8329068425755665
0.35,0.19545948743569647,0.15100451399642734,0.5207237308765089,0.7725617005217298
0.367,0.18698646726664087,0.1525466338861356,0.5153789701979687,0.8158164391041497
0.383,0.18976764793138867,0.15373548089141456,0.5115704288396448,0.8101248161488427
0.4,0.19282773955352683,0.1570401505747781,0.5166717869463135,0.814406427925716
0.417,0.1927090853397248,0.1591998674628688,0.5179531963404054,0.8261150074072379
0.433,0.20017995595254584,0.14937624631050817,0.5243449579571362,0.7462098070693898
0.45,0.19765874630283986,0.14891192524159433,0.5209030436625035,0.7533788816683132
0.467,0.19490413120242056,0.16921645277874459,0.5254098389366593,0.8682035200321246
0.483,0.19257908006673335,0.1651646787546283,0.5184037167469211,0.8576460054612096
0.5,0.19533405279353816,0.16753432900271675,0.5206087785528277,0.8576811191226098
0.517,0.20852826840485028,0.16174409889819916,0.5255194282296167,0.7756459118731025
0.533,0.2086947219202644,0.16980625516200884,0.5266497250078812,0.8136585995063469
0.55,0.20170363221236895,0.16875850095970002,0.5242967898738011,0.8366656520196831
0.567,0.20124064425438443,0.16777735378757133,0.5237118345246679,0.8337150500049444
0.583,0.19549217283792714,0.16173699868964925,0.5208757787943712,0.827332349637023
0.6,0.1976342836602471,0.16350918586114577,0.5245786456372872,0.8273320945784601
0.617,0.19115804339428524,0.157110418794079,0.5137247355686314,0.8218875648879752
0.633,0.20009050794250122,0.15004078196373394,0.5193996378174397,0.7498645663234071
0.65,0.19380122873581473,0.15538963412055282,0.5134105569734562,0.80179901404225
0.667,0.19886965980011279,0.15282881559675376,0.5154288770131347,0.768487338643635
0.683,0.20011221889280156,0.1537170737450763,0.5187265572199746,0.7681543615656036
0.7,0.20202565854619403,0.1518270787448918,0.5183428919503441,0.7515237412785163
0.717,0.2013276674493826,0.1519270636454185,0.5193556616843424,0.754625857291153
0.733,0.20130844108783616,0.1460848349276229,0.5127737805300899,0.7256766489184735
0.75,0.19378945710086032,0.14750473255003407,0.5107280791475253,0.7611597388048993
0.767,0.20235103727731632,0.15082247239896715,0.517867219095677,0.7453506264574729
0.783,0.19930061996932583,0.15027749802548826,0.5167199129208577,0.7540242375995485
0.8,0.2024501885881978,0.14705073799067753,0.5205119302115953,0.7263551544019166
0.817,0.20195054366513732,0.15613638995929296,0.5199134809660795,0.7731417164104756
0.833,0.19864817691405545,0.15555715346544088,0.5171183378785518,0.7830786865602206
0.85,0.1971236494859136,0.15839156806245508,0.5151600970246927,0.8035137766347701
0.867,0.20187338328206475,0.1415170919468191,0.5147024291551876,0.7010190726782755
0.883,0.20388840570065764,0.14923402093050214,0.5168899069558925,0.7319397119108514
0.9,0.20327323967990718,0.15019950330077902,0.5162897747194293,0.7389044595210714
0.917,0.197900739483574,0.14506768715438026,0.5144832108366668,0.7330325674019073
0.933,0.19823706561251656,0.14329479389695196,0.51501980781516,0.7228456164552126
0.95,0.202974527900746,0.1423040296356347,0.5131584158004392,0.7010930440750723
0.967,0.2001358066905688,0.13955627860774802,0.5133904657959873,0.6973078976493039
0.983,0.20531950619503803,0.1479094467159783,0.5112220850272902,0.7203867253385828
1.0,0.19827631196234768,0.14803279386566792,0.5110699230446634,0.7465984837047962
1.017,0.1984476997002019,0.14965792334084838,0.5082858568088771,0.7541428979370332
1.033,0.1931841955361988,0.1433415454320621,0.5046703620973656,0.7419941627947654
1.05,0.18628537981279802,0.14603823762150062,0.5077715409788811,0.7839490021614011
1.067,0.19248354713551008,0.14108425113231382,0.507741936117637,0.7329678470284491
1.083,0.18180167875459866,0.14097939942820475,0.5067378428300902,0.7754570826516017
1.1,0.19600940528038557,0.13828844275426258,0.5103702389134617,0.7055194242156141
1.117,0.18983639272507166,0.1418222553354224,0.5067276346328731,0.7470762233710099
1.133,0.19413266107660382,0.15138156233226582,0.508327810758322,0.779784099660239
1.15,0.19643851837468115,0.14637785228836867,0.5086409330705989,0.7451586048372233
1.167,0.20848249886613573,0.146708266186531,0.5159104433030668,0.7036958353071675
1.183,0.19704645410037397,0.14897470330855636,0.5023896810852109,0.7560384884300926
1.2,0.2033518233174702,0.1471384703453315,0.5115247182600953,0.7235660243656672
1.217,0.20108653344115884,0.1496018971986698,0.5133011402119382,0.7439677567590358
1.233,0.19853680155619496,0.1309445111416425,0.5065796300079827,0.659547802297899
1.25,0.19063842356169622,0.13596714316314465,0.5078963164354295,0.7132200351999957
1.267,0.19722130622629902,0.15244449089434062,0.5090337604047492,0.7729615720089602
1.283,0.19007083399103744,0.1499000510369159,0.5057247882404537,0.7886536187029318
1.3,0.1949319104050819,0.14859516694537056,0.5108952459521843,0.7622926725366801
1.317,0.19601840817947977,0.14757499962319467,0.5100702680290481,0.7528629631971656
1.333,0.1936986969169493,0.15621497723911087,0.5119749926018929,0.8064843993560264
1.35,0.1924897282511691,0.13874703696514834,0.5104946985096561,0.7208022902089876
1.367,0.19068578801455233,0.141798402954078,0.5070350275790854,0.7436233419936705
1.383,0.19737973297882727,0.14516517305116883,0.5132142149564167,0.7354613914020268
1.4,0.19673571408122542,0.1441635926579243,0.5097764192302787,0.7327779469588531
1.417,0.1970432845046356,0.12724473713672504,0.513591183381856,0.6457704836610735
1.433,0.19727650708935413,0.12831000190565237,0.5120900564729864,0.6504069024677928
1.45,0.1972436535690171,0.13152983706768404,0.5123517251378483,0.666839387162643
1.467,0.19641757461824993,0.1452492275525676,0.5123672771026591,0.739492012539452
1.483,0.19734136106482847,0.14673762271132657,0.5107054264609301,0.7435725684648637
1.5,0.19589146725874174,0.13473577560154051,0.5114365680997379,0.6878082924539832
1.517,0.19253937669127175,0.14343877367861935,0.5064954501303922,0.7449840969861297
1.533,0.1933882313668772,0.1427102949878167,0.5073173630994141,0.7379471541734136
1.55,0.19982139773064683,0.14402566659771512,0.5100277683878981,0.7207719905545719
1.567,0.19567351277605366,0.14183045364026023,0.5110527372554123,0.7248321534585201
1.583,0.19668703720424796,0.13523460182588912,0.5088079184566394,0.6875623515822037
1.6,0.19709926864600924,0.14051669633730526,0.5108170514861281,0.7129234791310849
1.617,0.19918950281880538,0.14765095104258957,0.5064197949155839,0.7412586956296671
1.633,0.19447759697561606,0.14754904290281634,0.5093523288097777,0.7586942927997835
1.65,0.1971184113101347,0.14871722927491485,0.5125328766515702,0.754456310227317
1.667,0.18995542235503632,0.12822867524418977,0.5020890774097971,0.6750461432184014
1.683,0.19484630846075202,0.13714591772588478,0.5072510128625938,0.703867159759458
1.7,0.1984854101026264,0.141044678388173,0.5125128907430174,0.7106047659384445
1.717,0.19333028162640165,0.14930678136185832,0.5069235314958457,0.7722886456576114
1.733,0.18997950979935518,0.15370528390536164,0.5065597500284698,0.809062430299435
1.75,0.19171308441458573,0.15582218674144668,0.5101438951826371,0.8127884813770779
1.767,0.19317939820553928,0.15424135851386492,0.5164588016330943,0.7984358577913934
1.783,0.19838056765133272,0.15656051114448455,0.5134609677619386,0.7891927772867867
1.8,0.19955129678742534,0.15893896632457702,0.510152818413353,0.7964817512255451
1.817,0.19329213625141684,0.15831268388324085,0.510847656757742,0.8190332361856776
1.833,0.18374792264785195,0.16486139595403293,0.5036499828972975,0.897215019241254
1.85,0.1854153194597869,0.16229355498959808,0.5098509463221497,0.8752974428566379
1.867,0.17017725226449493,0.16646249483472275,0.4975271955679246,0.9781712456844786
1.883,0.1744083848689627,0.16215398553536287,0.500072796021512,0.9297373268905227
1.9,0.16058486017069418,0.1718113784630255,0.4829997046874591,1.0699101912870121
1.917,0.17428500784205947,0.15773444497450548,0.491505033348779,0.9050373691203982
1.933,0.1705631809248823,0.17375773569931457,0.4812208794040941,1.0187294512045904
1.95,0.17664041519124907,0.17241803366345088,0.4844254001277952,0.9760961752539666
1.967,0.18300150441070312,0.16679505073002956,0.49710921865576724,0.9114408718504191
1.983,0.1874675749020953,0.1694060796938697,0.49820991789593105,0.9036553643068237
2.0,0.19254195997159573,0.16755377514124878,0.5036715805230276,0.8702195363855584
2.017,0.18824989831128733,0.16723309363934302,0.49833497945745586,0.8883568869865139
2.033,0.18094315663706323,0.17131485076874575,0.4970743652410725,0.9467882287052725
2.05,0.1754627071211197,0.1741698415575128,0.49647344438758145,0.9926316789201569
2.067,0.19176085749686805,0.1675650763943556,0.5089311177223389,0.8738231492164263
2.083,0.18596654301598212,0.17421230613992436,0.5117888355334623,0.936793808792544
2.1,0.18812416846272415,0.17085706022332406,0.5133113967534321,0.908214301328213
2.117,0.20557052111471805,0.16595627840124982,0.5135554979151435,0.8072960923645195
2.133,0.2076948348172084,0.17720020283720792,0.5243993000868865,0.8531757806743787
2.15,0.20173090249679354,0.17061713647551355,0.5090559268379033,0.8457659900580946
2.167,0.19938835147972844,0.17646924515208182,0.514317609453407,0.8850529323425557
2.183,0.20712562747372498,0.17072322677351834,0.5162844832122498,0.8242496539699102
2.2,0.20552666800060204,0.17136435542603795,0.5200302150591269,0.8337816065092633
2.217,0.2123066524873044,0.1653670062081027,0.5189126136772325,0.7789063803264074
2.233,0.2025946245682266,0.17374862779953595,0.5103255935456754,0.8576171661505444
2.25,0.2030269911437069,0.17305058887533922,0.5153257569344558,0.8523526251386461
2.267,0.19452304844203888,0.17305948714456715,0.4992123441573424,0.8896605750867248
2.283,0.19717087539211403,0.17191253731492973,0.5024931979787333,0.8718962015715911
2.3,0.19609813596495787,0.16665134863184902,0.4908242750649503,0.8498364750475196
2.317,0.19676038592214784,0.1691812472662261,0.49126233442335465,0.8598338861419291
2.333,0.19302755093510995,0.1687381879249873,0.49972296029037044,0.8741663410613959
2.35,0.19597049707566583,0.1688873782863702,0.5025012032701868,0.8618000199344363
2.367,0.19543006815566538,0.1601467508519954,0.501141486865837,0.8194580924181746
2.383,0.1988613929201707,0.1636499289258631,0.5049766974169348,0.8229346406698329
2.4,0.19446032852404352,0.17270145363453354,0.49383772180706975,0.8881063553956731
2.417,0.19311766812978534,0.1788270917952005,0.4911911875442194,0.9260006788970712
2.433,0.19549598864166365,0.16787587671019807,0.50251367818155,0.8587177561883782
2.45,0.19610865142339373,0.16886160937515415,0.49915595841477634,0.8610614990696465
2.467,0.19402691221890905,0.17002050186333595,0.4976273244151404,0.8762727805074376
2.483,0.19822840735883662,0.17329723771560052,0.5057077628854265,0.8742300865177953
2.5,0.1988506795393484,0.17122830287634302,0.5061594186988277,0.8610898553276531
2.517,0.18855240916683957,0.17150855790187405,0.5006495960511197,0.909606823162443
2.533,0.19638029714602753,0.175031981685289,0.5052220911870502,0.8912909504110587
2.55,0.18895276999484026,0.1779172642064092,0.5034989744658269,0.9415964857846094
2.567,0.20038845673698427,0.17352436079341904,0.5070905876595093,0.8659399030213345
2.583,0.18624157233010685,0.18155497981960667,0.5084398258710913,0.9748359485378841
2.6,0.20381873046183674,0.1821006765802361,0.5150138549564112,0.8934442686774209
2.617,0.1873244263150116,0.18565994414993114,0.5041948027610192,0.9911144414114933
2.633,0.17499558594168002,0.17807570153900673,0.4960163228851169,1.017601104512163
2.65,0.1726580837491561,0.18026280293490574,0.4948307603942588,1.0440449645948697
2.667,0.17458072039402425,0.18475911227920347,0.5066026360236919,1.05830192395934
2.683,0.17267772586670277,0.18059482143552882,0.49842888935078616,1.0458489682388892
2.7,0.1824779842554959,0.1849749638882555,0.5139050255198734,1.0136837309056606
2.717,0.1860835462180505,0.17617345795993658,0.510042385111056,0.94674387682562
2.733,0.18871605633307084,0.18098331332280965,0.5141969677322826,0.9590244563153999
2.75,0.18534496131772055,0.18424446060231242,0.5071927077214663,0.9940624190289067
2.767,0.18985563871372677,0.1921969813227672,0.5135035643087078,1.0123322258159044
2.783,0.19173590038163446,0.19092426478941915,0.5148764553461588,0.9957669085935403
2.8,0.1968601536561387,0.1931553508709884,0.5132249811115961,0.9811805349313015
2.817,0.19595085357460906,0.19021032109216185,0.5147655246099074,0.9707042231369435
2.833,0.19595886787125788,0.19460403967267612,0.5123136608372496,0.9930861603085406
2.85,0.19223803255380362,0.19352777617918682,0.5062329268044929,1.0067090970930648
2.867,0.19517500967922174,0.20012799057164654,0.5166861889334095,1.0253771264085767
2.883,0.1949602713717952,0.19578193348002268,0.5168321967780174,1.0042145104869111
2.9,0.19534683781392312,0.19587800187439416,0.5176074536720259,1.002719081948882
2.917,0.1920470461585485,0.1927888855488213,0.5079003222993913,1.0038628003143582
2.933,0.19078373284193795,0.19310882473192592,0.5064839883366143,1.0121870552344958
2.95,0.20023973950444218,0.1956507672549579,0.5152599815557661,0.977082609771461
2.967,0.20064435998523117,0.19679532377364842,0.5154069716945169,0.9808166239416545
2.983,0.19575602359989344,0.19607835809918944,0.513295782591673,1.0016466134393638
3.0,0.1911219827431234,0.19492102885617157,0.5130502989635644,1.019877598895331
3.017,0.19575069216138635,0.21098490251161073,0.5107480469927796,1.077824554191944
3.033,0.19953547631857751,0.20335748512654014,0.5147266361685574,1.0191545327100653
3.05,0.19835186331057883,0.1988185547673576,0.5146181512851353,1.0023528463458296
3.067,0.19447070803135424,0.2027194108717894,0.5138361459990852,1.0424161711752766
3.083,0.1939343245219586,0.20469742650855755,0.5136100245978121,1.0554986953089898
3.1,0.19580149786197576,0.20453700848245307,0.5141623199607899,1.0446141153967838
3.117,0.19818046620544527,0.2013926776279306,0.5151028442132264,1.0162085168331139
3.133,0.20229122333337446,0.21698358238202103,0.5172452794502844,1.072629740463004
3.15,0.20528909174994656,0.21543013754504928,0.5169902209999069,1.0493988536295689
3.167,0.20538391422540667,0.20546127619067772,0.5213502993497899,1.000376670030673
3.183,0.2055478391735853,0.20575860648403344,0.5217721340550121,1.0010253929756476
3.2,0.20455264430957334,0.21774366316466662,0.5210907717629591,1.0644871587928717
3.217,0.20310820639690985,0.21508496336188962,0.5188100479667532,1.058967371025743
3.233,0.2036501671194172,0.21619954107827688,0.5184094012108489,1.0616222129172177
3.25,0.19900872274076503,0.21801796099609946,0.5153458501839011,1.0955196234292528
3.267,0.18533548776650546,0.2185026250101087,0.5003195478874338,1.1789572933025583
3.283,0.19017685533208908,0.22174642696434782,0.5019840290767394,1.1660011234128969
3.3,0.1918531600329873,0.21742077393643275,0.5020725143636352,1.1332665768916672
3.317,0.18444359215783304,0.22447417840904793,0.5015547447967932,1.2170343018312053
3.333,0.18294917156398746,0.22159474400824852,0.5023107588149789,1.2112366626964723
3.35,0.18892701512865126,0.22003529466836538,0.5038652529939514,1.1646576563893243
3.367,0.18633533883063497,0.21743878479628478,0.5017374050475849,1.166921884817139
3.383,0.17768688030248805,0.21844467505576892,0.4967819982608951,1.2293798770280406
3.4,0.17966023350379123,0.21842123867343138,0.496392348530439,1.2157461582550053
3.417,0.19522967799841284,0.2262883625986882,0.5103788849726036,1.1590879261734368
3.433,0.1915696747466445,0.22750781507525383,0.5021286632752967,1.1875982739759745
3.45,0.1892171352684331,0.22946977946434255,0.5030554977011124,1.21273255267714
3.467,0.18168739944258705,0.22730146551218255,0.5021282256249211,1.2510579501359944
3.483,0.18593646865549956,0.22179501645690736,0.5049655413560028,1.192853763765117
3.5,0.17395701455893317,0.22808958781266972,0.4980721384170083,1.3111836184990258
3.517,0.1791021378301198,0.2280562132492973,0.5018589891699347,1.2733304918203208
3.533,0.1747646190942501,0.23035042709547784,0.504646902123506,1.3180609913454535
3.55,0.1783632529417593,0.2315414643577182,0.5105237282954788,1.2981455571082408
3.567,0.17584066214860877,0.23494749706649715,0.5001964282770619,1.3361386052330446
3.583,0.1821995089943212,0.23166780117075664,0.4998642424248009,1.2715061772091674
3.6,0.18465918369842427,0.23158891225326417,0.4968190288752712,1.2541424023160586
3.617,0.18482146544057793,0.2381605019514738,0.49790388009510356,1.2885976278986109
3.633,0.1787799502988109,0.23020803349718585,0.490465494553304,1.2876613575091536
3.65,0.182810258163737,0.23169046677780109,0.4977512558510684,1.2673821978320479
3.667,0.17904062983388186,0.2387642951090766,0.4940379116305803,1.3335760454518495
3.683,0.18093748962088,0.24042738308103617,0.4968900600409558,1.3287869948058078
3.7,0.17945533752306841,0.23568029479040942,0.4925783246364382,1.313308915986483
3.717,0.1801111989284318,0.23906652278897852,0.48988553447727823,1.3273273633805134
3.733,0.18167982253554582,0.23903452674746237,0.49682416427103515,1.3156911065382346
3.75,0.1771722431502556,0.24101935465442645,0.48974547340041386,1.3603674614540135
3.767,0.17621716581088848,0.24196437815948538,0.4903165619347343,1.3731033355692206
3.783,0.1696685258555449,0.24346589886843542,0.489389829190304,1.434950281089383
3.8,0.17473497364951554,0.24325504878778245,0.4903354005620354,1.3921371532393103
3.817,0.1671989995643479,0.240327779181658,0.48833674353210954,1.4373757008585804
3.833,0.16596553362253882,0.23860988787990212,0.48088309649662286,1.437707472580306
3.85,0.16651235998474065,0.2395358057776766,0.48134435063900616,1.4385466988734523
3.867,0.1535090157702097,0.24700038299969176,0.4719096115696425,1.6090285105431912
3.883,0.16095695254964132,0.24644894543589665,0.47928220011717293,1.5311481829894142
3.9,0.153728182759307,0.24075774673091926,0.4808868244658855,1.5661262782756946
3.917,0.15264532762781113,0.24459006357419877,0.4795965386525657,1.6023422883311091
3.933,0.15745292155536,0.2479169740526979,0.48188361680165703,1.5745466746739978
3.95,0.1638625077568565,0.24775406275353062,0.48912411062889205,1.5119630850588142
3.967,0.16690022644929697,0.24415900141415225,0.4919048889559803,1.4629039553060517
3.983,0.16641834102262512,0.24265997729205702,0.49084523149821213,1.4581324137768361
4.0,0.159479480891119,0.24831759274667836,0.4879748369708836,1.5570504202745152
4.017,0.15737331153686435,0.2477708510792419,0.48716817351300123,1.5744146746330754
4.033,0.15212503492840265,0.24424060247885837,0.4772793802947847,1.6055253666420504
4.05,0.15521198315575374,0.24675443842405054,0.478833609267114,1.5897898693584427
4.067,0.16315103725801436,0.2437568768773017,0.4816178409384899,1.4940565562682488
4.083,0.16309910096158495,0.24222998618209735,0.48322171421228216,1.4851705788320086
4.1,0.15785611266449034,0.24443046627552825,0.47824828111063844,1.54843839842328
4.117,0.15433187269390042,0.2406666141513596,0.48735409362179277,1.5594096666519057
4.133,0.15813336062726557,0.24022915998289396,0.48173895343348294,1.5191554712426274
4.15,0.1557097244000039,0.24480350508874021,0.4773869139221998,1.5721786550714238
4.167,0.16070777551946439,0.24701290956645205,0.48419092732545477,1.5370314769650624
4.183,0.16440046553472945,0.24595374357980887,0.48601543724118035,1.4960647634410218
4.2,0.16268216300908506,0.2458107343612081,0.48798265018643205,1.510987620366719
4.217,0.16893418522500736,0.24269662389793817,0.49339379587083054,1.4366341754612004
4.233,0.15829890747128583,0.24128055027486295,0.4882784920792321,1.5242085629594717
4.25,0.16695768578239614,0.24227908028607598,0.49173153694653554,1.4511406237497193
4.267,0.1697159425798616,0.24383296766314194,0.4898035325908317,1.4367122142836037
4.283,0.17017099833741206,0.24598389014409205,0.4921344786076446,1.4455100607470113
4.3,0.16275903708342426,0.24676025402272,0.49506042382476384,1.516107851487471
4.317,0.1638959699064787,0.24639551296500883,0.49334184275095005,1.5033652938849291
4.333,0.2005692206894993,0.24782517953281297,0.5142401246086852,1.2356092259862268
4.35,0.20256889319537943,0.24982453054739256,0.5165256264609137,1.233281806533023
4.367,0.21367244502012847,0.251464119801643,0.5278068524309607,1.1768673297015648
4.383,0.21289072061474268,0.2437833793997844,0.5294315731953956,1.1451104054504402
4.4,0.2211585956390265,0.25093079555908826,0.5268317935829326,1.1346192303041014
4.417,0.22707297623573242,0.25199839408249225,0.531877009250832,1.109768314398116
4.433,0.23712441973665244,0.2559067498156689,0.5373861513996236,1.07920875504883
4.45,0.23221382620067355,0.2559531361795244,0.5366920681845723,1.1022303898405081
4.467,0.23446842966040632,0.2551160333118295,0.5419345314432219,1.088061338071519
4.483,0.2313426687800923,0.2542054735398292,0.5386791109341416,1.0988265799832613
4.5,0.23446103361898776,0.25153296216169735,0.5423666885731331,1.0728135003040737
4.517,0.23355268951850094,0.25374597086003414,0.5419511742483615,1.086461352182089
4.533,0.23800776535341375,0.25369260096339097,0.5462957660740164,1.0659005204585954
4.55,0.24121232722503333,0.25274730016456637,0.5468037473071918,1.0478208268716374
4.567,0.23868064389799346,0.2506301441987731,0.5442145872810364,1.0500648067041691
4.583,0.23976287696074855,0.24986650212041775,0.5480658507138063,1.0421400730911452
4.6,0.24014021442610517,0.2527511812555041,0.5473530956608539,1.0525150144449442
4.617,0.23981817137304562,0.2553876024247229,0.5441269306883363,1.0649218154009628
4.633,0.23597979469133668,0.26302866161197636,0.5389688900865861,1.1146236564703338
4.65,0.24067660729199,0.26493691566937266,0.5402830332780146,1.1008004419305693
4.667,0.2447440955362681,0.25800632700697523,0.5461161050004457,1.0541881569875986
4.683,0.24071218102227515,0.25619810619312905,0.5475776434752031,1.0643337827985566
4.7,0.24492327478012949,0.25542235311011346,0.5567180976477337,1.0428668052858967
4.717,0.24694130623399724,0.2561487686126703,0.5577238230687098,1.0372860357754332
4.733,0.24126928420605462,0.25794529327119226,0.5508083682407633,1.0691178287365233
4.75,0.24417178736441286,0.25318692291565476,0.5553697698456577,1.0369212825468133
4.767,0.24739991747856754,0.2621696363187317,0.5525294090582704,1.0596997727028088
4.783,0.24628905476394844,0.26129796606866335,0.547009643402859,1.0609402286232328
4.8,0.24222287032535428,0.26072297810572176,0.5483949002599395,1.0763763873969379
4.817,0.2443780617797246,0.2589570467829562,0.5470285208640048,1.0596575032024467
4.833,0.2479295378859008,0.2659308152108768,0.5489460655459586,1.0726064247062823
4.85,0.242235236460391,0.26693841734008145,0.5466173824689158,1.1019801298962952
4.867,0.24993522617118258,0.26055110684094024,0.5524555081355829,1.042474527630158
4.883,0.2454398242404558,0.26330337541306786,0.5487865897378634,1.0727817958144856
4.9,0.24713297061882827,0.26053907321375863,0.5479617913780103,1.0542465157982
4.917,0.24065559020623123,0.2609971844189422,0.5423596944134585,1.0845257498289531
4.933,0.23912956828054002,0.2605241338721123,0.5408491162707344,1.0894685075769166
4.95,0.24292405598680655,0.2639179824560431,0.5437447331857501,1.0864217682516248
4.967,0.24636759046724252,0.2648096050534269,0.5456201827574627,1.0748556843503994
4.983,0.24896381647402627,0.26602341388329037,0.5534913922044297,1.068522396751754
5.0,0.2508179801179949,0.2652817740025515,0.5546403069510357,1.0576664953515384
5.017,0.2467818427202799,0.2583920664713692,0.5541593111539894,1.0470465072434407
5.033,0.24456373943030654,0.26103165642080084,0.5514913380718554,1.0673358897310579
5.05,0.24667783966510592,0.2565171461524223,0.5550370681049215,1.0398872736224478
5.067,0.24785381196689588,0.2647689179342917,0.5514361613775907,1.0682463014514985
5.083,0.24661107370356705,0.26687517302642483,0.5483282320120202,1.0821702732911975
5.1,0.25357197486306376,0.26664634580405566,0.5569708956558965,1.0515607884035783
5.117,0.24749347462033502,0.26696407969750136,0.5503078868171305,1.0786711856021054
5.133,0.24074909097941669,0.263279059918372,0.5437249061695681,1.0935827788478818
5.15,0.23960637926464212,0.26776192955980704,0.5422861970165769,1.117507515374069
5.167,0.22889188000830418,0.2669782913118447,0.5318156247066745,1.1663947681418787
5.183,0.23213410380701205,0.2679273155118727,0.5352619048995728,1.1541919567950165
5.2,0.23373677041665109,0.2661946485711975,0.5365616096823707,1.1388650921148955
5.217,0.23567030225505084,0.26568392309166927,0.5404899413082892,1.1273542765016553
5.233,0.2264455729420444,0.26080510923795175,0.5362368355960418,1.1517341931197798
5.25,0.22367076974853636,0.26048970042341213,0.5360203818267009,1.16461216955738
5.267,0.2275428570655175,0.2705990880981553,0.540552000981708,1.18922251213643
5.283,0.22350934334149758,0.27093140502800034,0.5384021849869269,1.212170377209006
5.3,0.22609680177820818,0.2701117117185259,0.5406541221084755,1.1946728551405807
5.317,0.23065519903373888,0.2682014293547999,0.5430928231001196,1.1627807674760844
5.333,0.22946638879382628,0.2658661206476226,0.5418270220857548,1.1586277277693213
5.35,0.2295165470639211,0.2684498126165574,0.5397665156580143,1.1696316280925632
